,STATIC,BINARY,DOME,LSTM,tLSTM,GRU,GRU-D,BEHRT,RETAIN,Dipole
0,"[[766, 71], [86, 144]]","[[781, 56], [82, 148]]","[[784, 53], [73, 157]]","[[799, 38], [104, 126]]","[[768, 69], [104, 126]]","[[746, 91], [106, 124]]","[[811, 26], [99, 131]]","[[797, 40], [111, 119]]","[[795, 42], [123, 107]]","[[790, 47], [119, 111]]"
