,STATIC,BINARY,DOME,LSTM,tLSTM,GRU,GRU-D,BEHRT,RETAIN,Dipole
0,0.14678159643008457,0.1132460009312012,0.11421042320531904,0.13738900920422198,0.14114905440237016,0.13794083273478341,0.10511666998833948,0.13144645103980465,0.15546529356130756,0.1276497717380067
