,STATIC,BINARY,DOME,LSTM,tLSTM,GRU,GRU-D,BEHRT,RETAIN,Dipole
0,0.12447826234520337,0.11662645790251712,0.11068219450984618,0.12526526494885698,0.13523927718101456,0.16111219356386158,0.11096596178837612,0.12470733663955187,0.13529337256597676,0.13332950989957137
